0.049016631,0.516709741
0.080324101,0.823198954
0.059741342,0.662315518
0.063513815,0.987672993
0.069582105,0.806981702
0.070317495,0.962994882
0.063620496,0.982413684
0.055476987,0.963683784
0.053962934,0.987962578
0.075822866,0.746785164
0.053099406,0.938605819
0.072341156,0.784123016
0.059864771,0.955429333
0.057786179,0.982522632
0.058505595,0.778180608
0.054928136,0.573054884
0.068908429,0.642631337
0.060779369,0.982960028
0.064391661,0.990619038
0.051676333,0.793747594
0.061619937,0.961804637
0.070634389,0.987242997
0.04893024,0.780860811
0.071112931,0.988857678
0.075550663,0.990443809
0.05344131,0.985458953
0.055649209,0.839598698
0.06803509,0.822471146
0.053584099,0.991584616
0.0574489,0.981301171
0.051457942,0.934114311
0.098570549,0.979569929
0.064672923,0.982178978
0.065440822,0.649805269
0.071571434,0.989148302
0.053262913,0.769008394
0.061675,0.980235517
0.080700493,0.815658897
0.05967896,0.984927935
0.064861524,0.988882967
0.060396945,0.990315301
0.11469202,0.8281762
0.063325787,0.912901261
0.051393592,0.975027876
0.055529904,0.809644586
0.077114046,0.989660255
0.059812737,0.978154778
0.056687164,0.855358605
0.056176245,0.987133026
0.062742662,0.989911377
0.066633105,0.973982411
0.064185691,0.955582295
0.055575156,0.944685331
0.058665872,0.943650782
0.05716753,0.907711327
0.062775934,0.99109487
0.050725782,0.896508689
0.061668241,0.745570987
0.061362553,0.986494345
0.058815968,0.94861252
0.060959506,0.981104025
0.064074826,0.984890589
0.064271474,0.896289515
0.073820662,0.782357549
0.053367221,0.560433047
0.056486952,0.961628062
0.06168555,0.988890861
0.059652245,0.916144077
0.070201576,0.843575384
0.053000998,0.990715844
0.063267601,0.985765134
0.063301384,0.871394945
0.064700449,0.562151492
0.052903354,0.902966704
0.072895455,0.97119821
0.059770656,0.973686252
0.058616972,0.83265718
0.053988683,0.90818819
0.053394258,0.486590219
0.051771712,0.779936071
0.088871038,0.50810982
0.059044731,0.988797835
0.054485297,0.975356102
0.055060303,0.99125702
0.059810174,0.990560029
0.057801771,0.987497841
0.057703567,0.952514742
0.07198292,0.891052854
0.065256786,0.965704407
0.070073283,0.610020828
0.054746652,0.961589055
0.061109376,0.736527657
0.054665625,0.703592432
0.061917329,0.991589206
0.054532492,0.790770675
